Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
14214,,2021-08-15 05:00:00,15-08-2021 20:37,17,151,14,62,0,2,1,17,0,,20:37
14215,,2021-08-15 06:00:00,15-08-2021 16:34,21,208,7,70,0,5,1,7,1,2021-11-02 17:00:00,16:34
14216,,2021-08-15 07:00:00,15-08-2021 19:34,5,375,12,20,0,0,1,7,0,,19:34
14217,,2021-08-15 08:00:00,15-08-2021 20:40,21,365,18,73,0,4,2,2,1,2021-08-18 12:00:00,20:40
14218,,2021-08-15 09:00:00,15-08-2021 14:39,28,330,0,23,1,1,0,4,1,2021-10-26 16:00:00,14:39
14219,,2021-08-15 10:00:00,15-08-2021 11:29,12,296,11,42,1,0,3,2,1,2021-10-30 18:00:00,11:29
14220,,2021-08-15 11:00:00,16-08-2021 03:45,8,317,2,20,0,4,1,17,0,,03:45
14221,,2021-08-15 12:00:00,16-08-2021 03:22,4,377,11,53,0,5,3,14,0,,03:22
14222,,2021-08-15 13:00:00,16-08-2021 08:04,15,388,15,69,0,5,3,14,0,,08:04
14223,,2021-08-15 14:00:00,16-08-2021 05:11,2,342,20,22,0,2,3,11,1,2021-10-12 15:00:00,05:11
14224,,2021-08-15 15:00:00,15-08-2021 15:24,20,109,11,31,0,5,3,11,1,2021-09-05 19:00:00,15:24
14225,,2021-08-15 16:00:00,15-08-2021 20:45,17,130,15,48,0,5,3,13,1,2021-11-06 23:00:00,20:45
14226,,2021-08-15 17:00:00,16-08-2021 05:20,5,335,16,40,0,4,3,7,0,,05:20
14227,,2021-08-15 18:00:00,15-08-2021 21:25,21,215,2,45,0,0,1,9,0,,21:25
14228,,2021-08-15 19:00:00,16-08-2021 07:19,17,115,13,22,0,4,1,9,0,,07:19
14229,,2021-08-15 20:00:00,16-08-2021 00:39,21,481,12,51,0,4,1,10,1,2021-11-01 13:00:00,00:39
14230,,2021-08-15 21:00:00,16-08-2021 16:39,14,119,1,10,0,1,3,15,0,,16:39
14231,,2021-08-15 22:00:00,16-08-2021 16:44,24,307,15,46,0,2,3,5,0,,16:44
14232,,2021-08-15 23:00:00,16-08-2021 10:56,5,324,10,51,1,4,1,15,0,,10:56
14233,,2021-08-16 00:00:00,16-08-2021 09:03,5,145,4,28,1,6,1,11,1,2021-09-27 09:00:00,09:03
14234,,2021-08-16 01:00:00,16-08-2021 04:28,21,476,1,54,0,4,3,14,0,,04:28
14235,,2021-08-16 02:00:00,16-08-2021 10:46,2,120,6,63,1,1,1,10,0,,10:46
14236,,2021-08-16 03:00:00,17-08-2021 02:12,28,260,20,38,1,1,3,18,1,2021-09-24 01:00:00,02:12
14237,,2021-08-16 04:00:00,16-08-2021 14:51,25,183,14,68,0,4,1,4,0,,14:51
14238,,2021-08-16 05:00:00,16-08-2021 10:27,19,512,3,65,1,3,1,4,1,2021-09-04 13:00:00,10:27
14239,,2021-08-16 06:00:00,16-08-2021 14:41,5,497,5,36,0,1,3,13,0,,14:41
14240,,2021-08-16 07:00:00,17-08-2021 03:21,13,479,5,34,0,1,3,11,1,2021-10-23 11:00:00,03:21
14241,,2021-08-16 08:00:00,17-08-2021 02:29,10,286,18,48,1,5,2,3,0,,02:29
14242,,2021-08-16 09:00:00,16-08-2021 13:15,5,118,13,29,0,2,1,8,0,,13:15
14243,,2021-08-16 10:00:00,17-08-2021 04:13,13,350,6,36,0,4,1,16,0,,04:13
14244,,2021-08-16 11:00:00,17-08-2021 03:49,2,284,13,51,0,5,1,8,1,2021-09-23 04:00:00,03:49
14245,,2021-08-16 12:00:00,17-08-2021 08:18,8,233,6,33,0,3,1,8,1,2021-10-15 16:00:00,08:18
14246,,2021-08-16 13:00:00,16-08-2021 16:49,5,578,12,49,0,6,1,8,1,2021-10-08 23:00:00,16:49
14247,,2021-08-16 14:00:00,17-08-2021 00:24,1,365,9,58,1,6,1,18,0,,00:24
14248,,2021-08-16 15:00:00,17-08-2021 14:39,0,524,17,79,0,2,1,11,1,2021-09-25 18:00:00,14:39
14249,,2021-08-16 16:00:00,17-08-2021 08:05,4,575,17,25,1,3,1,1,0,,08:05
14250,,2021-08-16 17:00:00,16-08-2021 21:49,25,466,20,59,0,6,3,15,1,2021-11-08 15:00:00,21:49
14251,,2021-08-16 18:00:00,16-08-2021 18:40,2,286,12,60,0,6,1,15,0,,18:40
14252,,2021-08-16 19:00:00,17-08-2021 05:08,18,566,9,44,1,0,1,16,1,2021-09-28 10:00:00,05:08
14253,,2021-08-16 20:00:00,17-08-2021 04:46,10,429,10,22,0,5,1,16,1,2022-09-09 09:00:00,04:46
14254,,2021-08-16 21:00:00,17-08-2021 10:52,1,308,19,44,0,1,1,10,1,2021-09-13 04:00:00,10:52
14255,,2021-08-16 22:00:00,17-08-2021 05:35,8,543,3,56,0,3,1,9,0,,05:35
14256,,2021-08-16 23:00:00,17-08-2021 19:40,2,112,1,51,0,5,3,15,1,2021-10-21 07:00:00,19:40
14257,,2021-08-17 00:00:00,17-08-2021 03:44,3,201,8,69,0,0,0,17,1,2021-09-20 17:00:00,03:44
14258,,2021-08-17 01:00:00,17-08-2021 04:17,1,580,15,56,0,6,3,17,1,2021-11-19 00:00:00,04:17
14259,,2021-08-17 02:00:00,17-08-2021 05:32,14,122,0,38,0,2,0,4,0,,05:32
14260,,2021-08-17 03:00:00,17-08-2021 09:21,1,447,17,76,0,3,1,16,1,2021-10-09 09:00:00,09:21
14261,,2021-08-17 04:00:00,17-08-2021 19:08,8,269,17,37,0,3,1,18,1,2021-10-15 17:00:00,19:08
14262,,2021-08-17 05:00:00,17-08-2021 08:29,8,381,20,68,1,1,3,7,1,2021-11-02 13:00:00,08:29
14263,,2021-08-17 06:00:00,17-08-2021 12:46,8,540,11,46,0,1,3,7,0,,12:46
14264,,2021-08-17 07:00:00,17-08-2021 16:59,14,456,15,13,0,1,3,4,1,2021-11-12 09:00:00,16:59
14265,,2021-08-17 08:00:00,18-08-2021 05:24,2,421,13,19,1,0,1,15,1,2021-09-20 23:00:00,05:24
14266,,2021-08-17 09:00:00,17-08-2021 22:21,13,590,12,36,0,6,1,19,1,2021-09-03 21:00:00,22:21
14267,,2021-08-17 10:00:00,17-08-2021 16:20,21,146,17,71,0,2,1,6,1,2021-08-29 13:00:00,16:20
14268,,2021-08-17 11:00:00,17-08-2021 21:18,25,593,14,75,1,1,1,10,1,2021-08-29 14:00:00,21:18
14269,,2021-08-17 12:00:00,18-08-2021 07:29,1,354,5,63,0,6,3,12,0,,07:29
14270,,2021-08-17 13:00:00,17-08-2021 13:58,21,446,7,75,0,3,1,9,1,2021-09-22 19:00:00,13:58
14271,,2021-08-17 14:00:00,18-08-2021 08:00,28,187,9,66,0,5,1,12,1,2021-10-06 17:00:00,08:00
14272,,2021-08-17 15:00:00,17-08-2021 17:37,21,443,18,23,1,1,2,3,1,2021-09-08 13:00:00,17:37
14273,,2021-08-17 16:00:00,18-08-2021 12:59,17,461,18,33,0,5,2,15,0,,12:59
14274,,2021-08-17 17:00:00,17-08-2021 20:07,16,497,17,67,0,6,1,16,0,,20:07
14275,,2021-08-17 18:00:00,18-08-2021 07:09,23,415,3,64,1,4,1,8,1,2021-09-06 05:00:00,07:09
14276,,2021-08-17 19:00:00,18-08-2021 08:57,15,358,8,31,0,1,0,8,1,2021-10-07 23:00:00,08:57
14277,,2021-08-17 20:00:00,18-08-2021 11:12,3,529,17,38,0,5,1,3,0,,11:12
14278,,2021-08-17 21:00:00,18-08-2021 00:18,28,503,6,29,0,5,1,9,0,,00:18
14279,,2021-08-17 22:00:00,18-08-2021 04:23,17,568,3,50,1,0,1,7,0,,04:23
14280,,2021-08-17 23:00:00,18-08-2021 06:49,8,419,11,53,0,6,3,11,1,2021-10-04 06:00:00,06:49
14281,,2021-08-18 00:00:00,18-08-2021 16:19,12,492,17,15,1,0,1,6,0,,16:19
14282,,2021-08-18 01:00:00,18-08-2021 16:03,3,518,15,12,0,5,3,13,0,,16:03
14283,,2021-08-18 02:00:00,19-08-2021 00:58,14,328,6,43,0,3,1,7,0,,00:58
14284,,2021-08-18 03:00:00,18-08-2021 23:55,8,165,9,52,0,6,1,11,1,2021-10-19 07:00:00,23:55
14285,,2021-08-18 04:00:00,18-08-2021 07:23,20,273,7,66,0,2,1,8,1,2021-09-30 00:00:00,07:23
14286,,2021-08-18 05:00:00,18-08-2021 13:11,17,405,16,11,0,0,3,2,0,,13:11
14287,,2021-08-18 06:00:00,18-08-2021 15:02,5,432,17,78,0,3,1,2,1,2021-10-19 20:00:00,15:02
14288,,2021-08-18 07:00:00,18-08-2021 19:59,13,557,2,16,0,3,1,14,0,,19:59
14289,,2021-08-18 08:00:00,18-08-2021 19:13,5,465,20,73,0,0,3,1,0,,19:13
14290,,2021-08-18 09:00:00,18-08-2021 11:13,9,259,17,53,0,4,1,1,1,2021-08-28 01:00:00,11:13
14291,,2021-08-18 10:00:00,19-08-2021 02:28,23,314,5,47,2,3,3,13,1,2021-09-21 06:00:00,02:28
14292,,2021-08-18 11:00:00,18-08-2021 14:26,17,419,15,20,0,3,3,15,0,,14:26
14293,,2021-08-18 12:00:00,19-08-2021 07:16,5,430,15,44,0,3,3,1,1,2022-02-04 08:00:00,07:16
14294,,2021-08-18 13:00:00,19-08-2021 08:40,17,185,1,72,1,5,3,12,0,,08:40
14295,,2021-08-18 14:00:00,19-08-2021 03:53,18,120,11,13,1,0,3,7,1,2021-10-13 00:00:00,03:53
14296,,2021-08-18 15:00:00,19-08-2021 10:13,17,442,4,38,1,0,1,2,1,2021-09-04 07:00:00,10:13
14297,,2021-08-18 16:00:00,18-08-2021 19:55,17,519,1,32,1,5,3,13,1,2021-11-01 00:00:00,19:55
14298,,2021-08-18 17:00:00,18-08-2021 19:55,13,204,10,47,0,6,1,2,1,2022-05-12 07:00:00,19:55
14299,,2021-08-18 18:00:00,18-08-2021 22:24,24,408,10,44,0,6,1,17,1,2023-07-21 02:00:00,22:24
14300,,2021-08-18 19:00:00,19-08-2021 18:03,8,233,17,68,1,3,1,7,0,,18:03
14301,,2021-08-18 20:00:00,19-08-2021 09:42,2,169,2,15,0,6,1,19,0,,09:42
14302,,2021-08-18 21:00:00,19-08-2021 12:02,2,430,10,21,2,2,1,17,0,,12:02
14303,,2021-08-18 22:00:00,19-08-2021 00:30,10,321,19,21,0,1,1,12,1,2021-09-26 06:00:00,00:30
14304,,2021-08-18 23:00:00,19-08-2021 10:37,17,311,11,46,0,4,3,19,1,2021-10-11 05:00:00,10:37
14305,,2021-08-19 00:00:00,19-08-2021 14:48,4,341,6,66,1,6,1,16,1,2021-11-11 15:00:00,14:48
14306,,2021-08-19 01:00:00,19-08-2021 19:52,15,285,8,53,1,6,0,19,0,,19:52
14307,,2021-08-19 02:00:00,20-08-2021 01:15,8,281,13,47,1,5,1,16,0,,01:15
14308,,2021-08-19 03:00:00,19-08-2021 04:23,14,494,12,76,0,6,1,6,1,2021-09-09 20:00:00,04:23
14309,,2021-08-19 04:00:00,19-08-2021 13:19,3,151,14,33,1,2,1,1,0,,13:19
14310,,2021-08-19 05:00:00,19-08-2021 23:03,13,308,12,72,1,1,1,10,0,,23:03
14311,,2021-08-19 06:00:00,19-08-2021 23:41,25,256,18,69,1,4,2,17,1,2021-09-03 17:00:00,23:41
14312,,2021-08-19 07:00:00,20-08-2021 04:17,8,277,8,36,1,1,0,13,0,,04:17
14313,,2021-08-19 08:00:00,19-08-2021 23:56,1,568,13,54,1,1,1,12,0,,23:56
14314,,2021-08-19 09:00:00,19-08-2021 19:55,0,222,8,42,1,2,0,5,0,,19:55
14315,,2021-08-19 10:00:00,20-08-2021 05:39,21,567,19,59,1,0,1,14,1,2021-09-24 21:00:00,05:39
14316,,2021-08-19 11:00:00,20-08-2021 00:47,11,396,12,59,1,3,1,6,0,,00:47
14317,,2021-08-19 12:00:00,20-08-2021 00:14,1,241,6,25,1,2,1,15,0,,00:14
14318,,2021-08-19 13:00:00,19-08-2021 23:49,13,579,10,69,0,2,1,10,0,,23:49
14319,,2021-08-19 14:00:00,19-08-2021 20:09,5,438,12,71,0,4,1,1,1,2021-09-10 00:00:00,20:09
14320,,2021-08-19 15:00:00,19-08-2021 17:11,24,144,13,79,1,6,1,3,1,2021-10-18 19:00:00,17:11
14321,,2021-08-19 16:00:00,19-08-2021 20:30,24,338,0,66,1,0,0,3,1,2021-10-31 19:00:00,20:30
14322,,2021-08-19 17:00:00,20-08-2021 01:30,6,315,3,61,0,2,1,4,1,2021-10-19 23:00:00,01:30
14323,,2021-08-19 18:00:00,20-08-2021 09:24,11,219,9,79,0,4,1,1,1,2021-09-21 22:00:00,09:24
14324,,2021-08-19 19:00:00,20-08-2021 06:01,15,128,0,26,1,4,0,9,1,2021-09-29 17:00:00,06:01
14325,,2021-08-19 20:00:00,20-08-2021 03:06,5,474,5,35,1,4,3,6,1,2021-09-05 15:00:00,03:06
14326,,2021-08-19 21:00:00,20-08-2021 18:54,9,292,9,33,1,5,1,17,0,,18:54
14327,,2021-08-19 22:00:00,20-08-2021 17:41,25,184,14,68,1,3,1,9,1,2021-09-17 05:00:00,17:41
14328,,2021-08-19 23:00:00,20-08-2021 08:40,4,495,8,52,1,0,0,10,0,,08:40
14329,,2021-08-20 00:00:00,20-08-2021 17:05,10,158,16,67,0,5,3,1,0,,17:05
14330,,2021-08-20 01:00:00,20-08-2021 10:04,8,445,0,65,1,1,0,8,0,,10:04
14331,,2021-08-20 02:00:00,20-08-2021 10:22,5,122,12,71,1,0,1,14,1,2021-09-24 20:00:00,10:22
14332,,2021-08-20 03:00:00,20-08-2021 05:51,12,371,11,61,1,3,3,11,0,,05:51
14333,,2021-08-20 04:00:00,20-08-2021 14:21,5,249,7,50,0,3,1,1,1,2021-11-04 21:00:00,14:21
14334,,2021-08-20 05:00:00,20-08-2021 21:19,8,265,11,45,0,5,3,17,0,,21:19
14335,,2021-08-20 06:00:00,21-08-2021 02:27,17,457,15,11,1,6,3,16,0,,02:27
14336,,2021-08-20 07:00:00,20-08-2021 22:02,13,173,19,31,0,6,1,12,0,,22:02
14337,,2021-08-20 08:00:00,21-08-2021 05:10,17,309,2,75,0,0,1,5,1,2022-01-17 23:00:00,05:10
14338,,2021-08-20 09:00:00,20-08-2021 17:43,2,314,2,20,1,3,1,4,1,2021-09-22 06:00:00,17:43
14339,,2021-08-20 10:00:00,20-08-2021 14:08,5,289,8,27,0,5,0,17,0,,14:08
14340,,2021-08-20 11:00:00,20-08-2021 17:37,23,515,1,52,1,3,3,1,0,,17:37
14341,,2021-08-20 12:00:00,21-08-2021 05:34,13,386,19,18,1,6,1,9,0,,05:34
14342,,2021-08-20 13:00:00,20-08-2021 22:14,24,105,14,48,1,1,1,8,0,,22:14
14343,,2021-08-20 14:00:00,20-08-2021 18:20,21,556,18,66,1,4,2,18,1,2021-08-26 19:00:00,18:20
14344,,2021-08-20 15:00:00,21-08-2021 06:51,21,112,5,31,1,1,3,13,1,2021-11-05 03:00:00,06:51
14345,,2021-08-20 16:00:00,21-08-2021 11:04,21,430,17,48,1,4,1,19,0,,11:04
14346,,2021-08-20 17:00:00,20-08-2021 23:44,24,253,16,33,0,0,3,3,0,,23:44
14347,,2021-08-20 18:00:00,21-08-2021 09:19,10,462,6,52,1,1,1,5,1,2021-11-07 15:00:00,09:19
14348,,2021-08-20 19:00:00,21-08-2021 11:28,17,339,5,70,1,4,3,13,1,2021-09-08 00:00:00,11:28
14349,,2021-08-20 20:00:00,21-08-2021 18:47,2,553,16,48,1,0,3,8,0,,18:47
14350,,2021-08-20 21:00:00,21-08-2021 17:42,8,468,14,72,1,3,1,17,1,2021-09-11 10:00:00,17:42
14351,,2021-08-20 22:00:00,21-08-2021 19:41,5,533,15,49,0,2,3,11,1,2022-01-20 16:00:00,19:41
14352,,2021-08-20 23:00:00,21-08-2021 11:15,15,380,13,43,1,0,1,6,1,2021-10-13 04:00:00,11:15
14353,,2021-08-21 00:00:00,21-08-2021 05:41,13,396,6,21,1,4,1,7,0,,05:41
14354,,2021-08-21 01:00:00,21-08-2021 18:46,2,302,20,56,1,0,3,6,0,,18:46
14355,,2021-08-21 02:00:00,21-08-2021 03:20,4,161,3,63,1,3,1,4,1,2021-10-18 16:00:00,03:20
14356,,2021-08-21 03:00:00,21-08-2021 14:21,11,406,16,69,0,4,3,2,1,2023-05-09 05:00:00,14:21
14357,,2021-08-21 04:00:00,21-08-2021 04:56,17,426,4,56,1,3,1,7,0,,04:56
14358,,2021-08-21 05:00:00,21-08-2021 20:19,5,237,8,10,1,5,0,5,1,2021-09-18 21:00:00,20:19
14359,,2021-08-21 06:00:00,21-08-2021 17:10,8,246,14,72,1,2,1,5,0,,17:10
14360,,2021-08-21 07:00:00,21-08-2021 13:12,3,581,3,44,1,1,1,11,0,,13:12
14361,,2021-08-21 08:00:00,21-08-2021 19:51,1,123,6,34,0,2,1,18,0,,19:51
14362,,2021-08-21 09:00:00,21-08-2021 22:37,17,155,3,64,1,2,1,3,0,,22:37
14363,,2021-08-21 10:00:00,22-08-2021 01:10,9,354,20,64,0,5,3,4,0,,01:10
14364,,2021-08-21 11:00:00,21-08-2021 23:34,24,427,14,65,0,3,1,6,1,2021-09-01 05:00:00,23:34
14365,,2021-08-21 12:00:00,22-08-2021 11:54,0,206,14,71,1,1,1,8,0,,11:54
14366,,2021-08-21 13:00:00,21-08-2021 16:44,5,325,15,61,1,5,3,11,1,2021-09-28 23:00:00,16:44
14367,,2021-08-21 14:00:00,22-08-2021 04:38,10,511,12,10,1,1,1,2,0,,04:38
14368,,2021-08-21 15:00:00,21-08-2021 21:28,5,159,13,37,1,0,1,19,1,2021-10-17 02:00:00,21:28
14369,,2021-08-21 16:00:00,21-08-2021 19:35,4,356,10,47,1,4,1,5,1,2022-10-13 17:00:00,19:35
14370,,2021-08-21 17:00:00,22-08-2021 01:18,21,332,19,79,1,1,1,6,1,2021-09-30 02:00:00,01:18
14371,,2021-08-21 18:00:00,21-08-2021 23:52,22,378,0,23,1,2,0,15,0,,23:52
14372,,2021-08-21 19:00:00,22-08-2021 14:33,18,310,20,60,1,2,3,1,0,,14:33
14373,,2021-08-21 20:00:00,22-08-2021 02:19,17,378,0,43,1,6,0,12,0,,02:19
14374,,2021-08-21 21:00:00,21-08-2021 22:09,5,502,7,76,1,4,1,17,1,2021-11-18 21:00:00,22:09
14375,,2021-08-21 22:00:00,22-08-2021 15:40,18,119,10,24,0,6,1,15,1,2023-03-03 00:00:00,15:40
14376,,2021-08-21 23:00:00,22-08-2021 02:15,1,493,10,75,0,4,1,1,0,,02:15
14377,,2021-08-22 00:00:00,22-08-2021 06:52,12,119,19,67,0,0,1,11,1,2021-11-05 06:00:00,06:52
14378,,2021-08-22 01:00:00,22-08-2021 12:45,10,171,20,51,0,5,3,8,0,,12:45
14379,,2021-08-22 02:00:00,22-08-2021 12:26,17,117,2,36,1,5,1,17,0,,12:26
14380,,2021-08-22 03:00:00,22-08-2021 05:21,4,369,7,27,1,0,1,19,1,2021-09-21 18:00:00,05:21
14381,,2021-08-22 04:00:00,22-08-2021 22:34,8,366,10,67,1,2,1,8,1,2022-06-10 23:00:00,22:34
14382,,2021-08-22 05:00:00,22-08-2021 15:16,22,426,20,56,0,2,3,5,0,,15:16
14383,,2021-08-22 06:00:00,22-08-2021 16:02,17,265,14,79,0,6,1,15,0,,16:02
14384,,2021-08-22 07:00:00,23-08-2021 06:03,5,359,3,27,0,3,1,10,0,,06:03
14385,,2021-08-22 08:00:00,23-08-2021 02:15,2,417,18,68,1,2,2,17,0,,02:15
14386,,2021-08-22 09:00:00,22-08-2021 12:18,7,261,19,72,0,2,1,15,1,2021-10-24 07:00:00,12:18
14387,,2021-08-22 10:00:00,22-08-2021 13:50,2,332,3,49,1,4,1,7,0,,13:50
14388,,2021-08-22 11:00:00,22-08-2021 16:49,26,350,9,52,0,3,1,5,0,,16:49
14389,,2021-08-22 12:00:00,23-08-2021 11:53,21,326,6,79,0,5,1,5,0,,11:53
14390,,2021-08-22 13:00:00,23-08-2021 07:48,5,483,4,55,1,3,1,13,1,2021-11-03 11:00:00,07:48
14391,,2021-08-22 14:00:00,22-08-2021 15:27,10,271,8,28,1,6,0,16,0,,15:27
14392,,2021-08-22 15:00:00,22-08-2021 21:58,21,112,17,43,1,0,1,14,0,,21:58
14393,,2021-08-22 16:00:00,23-08-2021 04:24,5,513,17,51,1,5,1,7,1,2021-11-14 07:00:00,04:24
14394,,2021-08-22 17:00:00,23-08-2021 05:56,8,436,17,59,1,5,1,14,0,,05:56
14395,,2021-08-22 18:00:00,23-08-2021 12:56,5,238,1,29,1,3,3,1,0,,12:56
14396,,2021-08-22 19:00:00,23-08-2021 08:51,13,341,12,75,0,3,1,18,0,,08:51
14397,,2021-08-22 20:00:00,23-08-2021 10:36,1,168,8,11,1,6,0,9,0,,10:36
14398,,2021-08-22 21:00:00,23-08-2021 03:27,1,205,6,75,0,3,1,3,0,,03:27
14399,,2021-08-22 22:00:00,23-08-2021 16:33,14,118,10,75,0,5,1,16,1,2022-05-22 05:00:00,16:33
14400,,2021-08-22 23:00:00,23-08-2021 11:08,3,560,14,66,1,4,1,17,1,2021-09-08 10:00:00,11:08
14401,,2021-08-23 00:00:00,23-08-2021 19:32,1,257,3,45,1,3,1,16,0,,19:32
14402,,2021-08-23 01:00:00,24-08-2021 00:56,11,249,11,11,1,1,3,5,0,,00:56
14403,,2021-08-23 02:00:00,23-08-2021 15:22,17,258,1,73,1,1,3,5,1,2021-11-06 17:00:00,15:22
14404,,2021-08-23 03:00:00,23-08-2021 12:39,28,275,4,50,1,1,1,8,0,,12:39
14405,,2021-08-23 04:00:00,23-08-2021 22:17,21,148,20,38,1,4,3,14,0,,22:17
14406,,2021-08-23 05:00:00,23-08-2021 17:54,4,175,16,28,1,2,3,10,1,2022-05-13 20:00:00,17:54
14407,,2021-08-23 06:00:00,23-08-2021 19:57,17,449,0,43,0,5,0,19,1,2021-11-17 20:00:00,19:57
14408,,2021-08-23 07:00:00,24-08-2021 00:43,5,266,7,62,1,1,1,17,1,2021-09-29 17:00:00,00:43
14409,,2021-08-23 08:00:00,23-08-2021 16:27,4,102,4,64,1,6,1,12,0,,16:27
14410,,2021-08-23 09:00:00,24-08-2021 01:15,8,352,3,30,1,4,1,9,0,,01:15
14411,,2021-08-23 10:00:00,23-08-2021 13:33,7,446,20,34,1,4,3,8,1,2021-10-11 03:00:00,13:33
14412,,2021-08-23 11:00:00,23-08-2021 15:35,13,117,5,68,0,4,3,10,1,2021-09-25 08:00:00,15:35
14413,,2021-08-23 12:00:00,23-08-2021 19:41,21,559,3,62,1,1,1,5,1,2021-10-20 20:00:00,19:41
14414,,2021-08-23 13:00:00,23-08-2021 14:53,21,140,10,27,1,0,1,5,1,2023-03-30 23:00:00,14:53
14415,,2021-08-23 14:00:00,23-08-2021 23:25,9,357,13,15,1,0,1,9,0,,23:25
14416,,2021-08-23 15:00:00,23-08-2021 18:15,13,372,15,79,1,5,3,13,0,,18:15
14417,,2021-08-23 16:00:00,24-08-2021 02:59,5,556,8,31,0,1,0,3,0,,02:59
14418,,2021-08-23 17:00:00,24-08-2021 14:10,18,364,11,74,1,2,3,11,1,2021-11-12 04:00:00,14:10
14419,,2021-08-23 18:00:00,23-08-2021 22:56,2,455,12,18,1,0,1,9,1,2021-09-11 10:00:00,22:56
14420,,2021-08-23 19:00:00,24-08-2021 07:08,13,264,11,65,1,3,3,9,0,,07:08
14421,,2021-08-23 20:00:00,24-08-2021 18:20,19,268,19,31,1,0,1,15,0,,18:20
14422,,2021-08-23 21:00:00,24-08-2021 07:41,5,360,6,62,1,2,1,3,0,,07:41
14423,,2021-08-23 22:00:00,23-08-2021 23:43,8,411,8,30,0,6,0,17,1,2021-11-19 17:00:00,23:43
14424,,2021-08-23 23:00:00,24-08-2021 17:30,5,387,20,12,0,0,3,14,0,,17:30
14425,,2021-08-24 00:00:00,24-08-2021 13:14,5,364,7,16,0,0,1,4,1,2021-11-11 21:00:00,13:14
14426,,2021-08-24 01:00:00,24-08-2021 07:57,6,258,1,33,1,3,3,12,1,2021-09-27 14:00:00,07:57
14427,,2021-08-24 02:00:00,24-08-2021 15:26,1,529,17,79,1,4,1,9,0,,15:26
14428,,2021-08-24 03:00:00,25-08-2021 02:18,8,541,20,26,1,4,3,14,0,,02:18
14429,,2021-08-24 04:00:00,24-08-2021 21:38,2,334,2,70,0,6,1,3,0,,21:38
14430,,2021-08-24 05:00:00,24-08-2021 17:19,4,329,9,57,1,6,1,6,1,2021-09-28 17:00:00,17:19
14431,,2021-08-24 06:00:00,24-08-2021 13:16,18,565,2,36,1,4,1,1,0,,13:16
14432,,2021-08-24 07:00:00,24-08-2021 09:48,17,303,15,10,0,4,3,17,1,2022-01-29 05:00:00,09:48
14433,,2021-08-24 08:00:00,24-08-2021 11:43,1,270,13,74,1,2,1,7,0,,11:43
14434,,2021-08-24 09:00:00,24-08-2021 17:54,28,284,0,50,1,4,0,16,1,2021-09-18 01:00:00,17:54
14435,,2021-08-24 10:00:00,25-08-2021 02:58,7,202,5,33,1,4,3,13,1,2021-09-14 05:00:00,02:58
14436,,2021-08-24 11:00:00,25-08-2021 03:18,9,235,9,24,0,4,1,15,0,,03:18
14437,,2021-08-24 12:00:00,25-08-2021 03:44,13,426,19,29,1,6,1,3,0,,03:44
14438,,2021-08-24 13:00:00,25-08-2021 00:27,2,280,18,70,0,6,2,14,1,2021-08-31 21:00:00,00:27
14439,,2021-08-24 14:00:00,24-08-2021 21:05,5,335,6,63,1,3,1,2,0,,21:05
14440,,2021-08-24 15:00:00,24-08-2021 22:24,5,596,0,67,1,4,0,19,1,2021-09-27 21:00:00,22:24
14441,,2021-08-24 16:00:00,24-08-2021 22:03,21,487,19,29,1,0,1,9,0,,22:03
14442,,2021-08-24 17:00:00,25-08-2021 15:22,13,525,5,44,1,4,3,11,1,2021-10-12 13:00:00,15:22
14443,,2021-08-24 18:00:00,24-08-2021 23:16,21,404,12,13,0,5,1,8,0,,23:16
14444,,2021-08-24 19:00:00,25-08-2021 07:33,25,435,17,46,1,1,1,4,1,2021-11-15 06:00:00,07:33
14445,,2021-08-24 20:00:00,25-08-2021 13:00,8,455,4,51,0,5,1,11,0,,13:00
14446,,2021-08-24 21:00:00,25-08-2021 12:49,2,595,6,33,0,1,1,13,0,,12:49
14447,,2021-08-24 22:00:00,25-08-2021 03:04,13,205,5,67,1,6,3,19,0,,03:04
14448,,2021-08-24 23:00:00,25-08-2021 00:31,4,265,4,71,1,0,1,16,1,2021-09-05 01:00:00,00:31
14449,,2021-08-25 00:00:00,25-08-2021 13:26,5,161,9,17,1,2,1,7,1,2021-11-14 13:00:00,13:26
14450,,2021-08-25 01:00:00,25-08-2021 03:45,4,242,19,60,1,1,1,12,1,2021-10-14 10:00:00,03:45
14451,,2021-08-25 02:00:00,25-08-2021 04:04,17,559,8,41,0,4,0,1,1,2021-09-21 12:00:00,04:04
14452,,2021-08-25 03:00:00,25-08-2021 19:46,17,369,0,76,1,0,0,12,0,,19:46
14453,,2021-08-25 04:00:00,25-08-2021 10:22,17,399,9,49,1,3,1,5,0,,10:22
14454,,2021-08-25 05:00:00,25-08-2021 10:33,5,301,6,50,1,5,1,6,0,,10:33
14455,,2021-08-25 06:00:00,25-08-2021 17:32,4,204,16,14,0,3,3,5,1,2022-11-13 19:00:00,17:32
14456,,2021-08-25 07:00:00,25-08-2021 21:33,8,371,14,72,0,2,1,1,1,2021-08-31 00:00:00,21:33
14457,,2021-08-25 08:00:00,25-08-2021 14:12,13,256,11,11,0,2,3,10,0,,14:12
